slug,title,state,region,type,badge,rating,reviewCount,minPrice,lat,lng
nada-sahib,"Nada Sahib",Haryana,Haryana,heritage,Popular,4.3,2565,900,30.694166666,76.880833333
rohtak-zoo,"Rohtak Zoo",Haryana,Haryana,wildlife,Popular,4.1,17983,2500,28.8789,76.6358
firoz-shah-palace-complex,"Firoz Shah palace complex",Haryana,Haryana,heritage,Popular,4.5,14468,900,29.16691087,75.72028956
agroha-dham,"Agroha Dham",Haryana,Haryana,spiritual,Popular,4.7,21303,900,29.55444444,75.99972222
bhuteshwar-temple,"Bhuteshwar Temple",Haryana,Haryana,spiritual,Popular,4.5,9654,900,29.3141,76.3185
kalayat-ancient-bricks-temple-complex,"Kalayat Ancient Bricks Temple Complex",Haryana,Haryana,spiritual,Popular,4.6,5326,900,29.6742,76.2548
saraswati-wildlife-sanctuary,"Saraswati Wildlife Sanctuary",Haryana,Haryana,wildlife,Popular,4.2,9301,2500,29.9928,76.3567
khaparwas-wildlife-sanctuary,"Khaparwas Wildlife Sanctuary",Haryana,Haryana,wildlife,Popular,4.6,6728,2500,28.5651,76.5273
nabha-house,"Nabha House",Haryana,Haryana,heritage,Popular,4.7,7392,900,29.966733,76.83435
cantonment-church-tower,"Cantonment Church Tower",Haryana,Haryana,spiritual,Popular,4.8,8061,900,29.7062,76.9873
eklavya-temple,"Eklavya temple",Haryana,Haryana,spiritual,Popular,4.5,17111,900,28.422,76.99
dehra-temple,"Dehra Temple",Haryana,Haryana,spiritual,Popular,4.7,11906,900,27.781444444,76.918722222
sheetla-mata-mandir-gurgaon,"Sheetla Mata Mandir Gurgaon",Haryana,Haryana,spiritual,Popular,4.7,4174,900,28.4783,77.0305
bir-shikargah-wildlife-sanctuary,"Bir Shikargah Wildlife Sanctuary",Haryana,Haryana,wildlife,Popular,4.7,11846,2500,30.7689,76.96822
khol-hi-raitan-wildlife-sanctuary,"Khol Hi-Raitan Wildlife Sanctuary",Haryana,Haryana,wildlife,Popular,4.7,10543,2500,30.7077,76.9405
nahar-singh-mahal,"Nahar Singh Mahal",Haryana,Haryana,heritage,Popular,4.1,15555,900,28.34104,77.31919
kartikeya-temple-pehowa,"Kartikeya Temple, Pehowa",Haryana,Haryana,spiritual,Popular,4.7,11041,900,29.98,76.58
ranila,"Ranila",Haryana,Haryana,spiritual,Popular,4.5,19733,900,28.711,76.356
chhilchhila-wildlife-sanctuary,"Chhilchhila Wildlife Sanctuary",Haryana,Haryana,wildlife,Popular,4.5,8526,2500,29.9384,76.6811
appu-ghar,"Appu Ghar",Haryana,Haryana,heritage,Popular,4.2,9201,900,28.460256,77.07206
european-cemetery,"European Cemetery",Haryana,Haryana,heritage,Popular,4.8,15562,900,30.3454,76.8428
seventh-day-adventist-church-nilokheri,"Seventh-day Adventist Church, Nilokheri",Haryana,Haryana,spiritual,Popular,4.6,17274,900,29.83,76.92
great-himalayan-national-park,"Great Himalayan National Park",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.2,10620,2500,31.804288,77.951021
pin-valley-national-park,"Pin Valley National Park",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.2,15888,2500,31.574166666,77.588888888
kangra-fort-himachal-pradesh,"Kangra Fort, Himachal Pradesh",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.6,17913,900,32.087555555,76.256277777
masroor-temples,"Masroor Temples",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.5,15544,900,32.0725,76.137222222
khirganga-national-park,"Khirganga National Park",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.8,18296,2500,31.99343,77.510227
baijnath-temple-himachal-pradesh,"Baijnath Temple, Himachal Pradesh",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.6,15141,900,32.05095307,76.64552483
bhimakali-temple,"Bhimakali Temple",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.4,9858,900,31.51,77.795
simbalbara-national-park,"Simbalbara National Park",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.7,16358,2500,30.439,77.473
gurdwara-paonta-sahib,"Gurdwara Paonta Sahib",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.2,6197,900,30.435312,77.621938
rehala-falls,"Rehala Falls",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.6,17057,900,32.336,77.218
naggar-castle,"Naggar Castle",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.6,16641,900,32.112,77.165
lakshana-devi-temple-bharmour,"Lakshana Devi Temple, Bharmour",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.8,13692,900,32.44244339,76.53742092
bathu-temples-himachal-pradesh,"Bathu Temples, Himachal Pradesh",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.6,1586,900,32.047235,76.003648
majthal-sanctuary,"Majthal Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.5,8462,2500,31.3092,76.9587
sissu-falls,"Sissu Falls",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.4,13897,900,32.466385,77.122033
dhankar-gompa,"Dhankar Gompa",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.4,13581,900,32.089444444,78.2125
shri-chamunda-devi-mandir,"Shri Chamunda Devi Mandir",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.7,9186,900,32.148333333,76.419166666
kamaksha,"Kamaksha",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.6,8133,900,31.50061,76.95657
kalatop-khajjiar-sanctuary,"Kalatop Khajjiar Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.8,18681,2500,32.55,76.01
nargu-wildlife-sanctuary,"Nargu Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.1,10327,2500,32.0139,76.8572
renuka-sanctuary,"Renuka Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.3,8675,2500,30.61,77.458
kanwar-sanctuary,"Kanwar Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.1,19545,2500,31.9523,77.3116
chail-sanctuary,"Chail Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.5,21083,2500,30.9599,77.1978
jaitak-fort,"Jaitak Fort",Himachal Pradesh,Himachal Pradesh,heritage,Popular,4.6,19333,900,30.593,77.331
jwala-ji-kangra,"Jwala Ji Kangra",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.5,17564,900,31.875555555,76.324444444
trilokpur,"Trilokpur",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.4,12285,900,30.54035,77.20855
himani-chamunda,"Himani Chamunda",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.5,16205,900,32.1927,76.4506
churdhar-sanctuary,"Churdhar Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.7,18420,2500,30.8763,77.4013
tirthan-wildlife-sanctuary,"Tirthan Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.6,10910,2500,31.619444444,77.547222222
talra-wildlife-sanctuary,"Talra Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.1,7506,2500,31.017,77.779
bandli-wildlife-sanctuary,"Bandli Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.5,4894,2500,31.45,76.905
rupi-bhaba-wildlife-sanctuary,"Rupi Bhaba Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.2,11323,2500,31.716666666,77.95
tangyud-monastery,"Tangyud Monastery",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.5,4720,900,32.22,78
shali-mata-temple,"Shali Mata Temple",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.5,20470,900,31.191433,77.274613
pohlani-mata-temple,"Pohlani Mata Temple",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.2,5722,900,32.5202082,76.0330345
kugti-sanctuary,"Kugti Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.4,3428,2500,32.59861111,76.88527778
pong-dam-lake-wildlife-sanctuary,"Pong Dam Lake Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.5,6171,2500,32.01666667,76.08333333
kibber-wildlife-sanctuary,"Kibber Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.6,13017,2500,32.2096,78.0765
chandratal-wildlife-sanctuary,"Chandratal Wildlife Sanctuary",Himachal Pradesh,Himachal Pradesh,wildlife,Popular,4.7,11395,2500,32.4752,77.6171
kamna-devi-temple,"Kamna Devi Temple",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.1,19793,900,31.096111111,77.134166666
shikari-devi-temple,"Shikari Devi Temple",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.2,16444,900,31.478716,77.165572
chehni-kothi,"Chehni Kothi",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.8,20470,900,31.62765,77.3581
maa-bhangayani-temple-haripurdhar,"Maa Bhangayani Temple, Haripurdhar",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.4,6908,900,30.58,77.55
maa-simsa-temple,"Maa Simsa temple",Himachal Pradesh,Himachal Pradesh,spiritual,Popular,4.2,14524,900,31.902,76.698
amarnath-temple,"Amarnath Temple",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.6,9162,900,34.21666667,75.51666667
dachigam-national-park,"Dachigam National Park",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.8,13718,2500,34.14,75.02
vaishno-devi-temple,"Vaishno Devi Temple",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.6,12831,900,33.03,74.948055555
hazratbal-shrine,"Hazratbal Shrine",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.1,2535,900,34.1292,74.8422
martand-sun-temple,"Martand Sun Temple",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.7,3696,900,33.7454,75.21999
shankaracharya-temple-srinagar,"Shankaracharya Temple, Srinagar",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.5,16326,900,34.07888889,74.84361111
gulmarg-wildlife-sanctuary,"Gulmarg Wildlife Sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.2,14488,2500,33.994166666,74.374166666
akhnoor-fort,"Akhnoor Fort",Jammu & Kashmir,Jammu & Kashmir,heritage,Popular,4.8,15591,900,32.89603811,74.74005829
avanti-swami-temple,"Avanti Swami Temple",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.2,6018,900,33.923207,75.012829
kheer-bhawani,"Kheer Bhawani",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.1,9598,900,34.22083333,74.73027778
raghunath-temple,"Raghunath Temple",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.4,20303,900,32.731,74.8638
ramnagar-fort,"Ramnagar Fort",Jammu & Kashmir,Jammu & Kashmir,heritage,Popular,4.3,8935,900,25.269732527,83.025098324
shankaragaurishvara-temple-pattan,"Shankaragaurishvara Temple, Pattan",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.3,14981,900,34.157777777,74.556916666
hirpora-wildlife-sanctuary,"Hirpora Wildlife Sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.7,4220,2500,33.598888888,74.615555555
shivkhori,"Shivkhori",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.7,18266,900,33.17,74.6
wangath-temple-complex-naranag,"Wangath Temple complex, Naranag",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.4,7388,900,34.352777777,74.976111111
ancient-temple-at-ladhoo,"Ancient Temple at Ladhoo",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.7,4187,900,33.99229108,74.99358957
limber-wildlife-sanctuary,"Limber Wildlife Sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.7,10695,2500,34.189166666,74.165833333
hari-parbat-fort,"Hari Parbat Fort",Jammu & Kashmir,Jammu & Kashmir,heritage,Popular,4.7,16398,900,34.10603,74.81628
group-of-temples-at-kiramchi,"Group of Temples at Kiramchi",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.6,7614,900,32.965111111,75.119555555
st-joseph-s-catholic-church,"St. Joseph's Catholic Church",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.4,10730,900,34.20362,74.352078
qazinag-national-park,"Qazinag National Park",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.5,4491,2500,34.166667,74.033333
noori-chamb,"Noori Chamb",Jammu & Kashmir,Jammu & Kashmir,heritage,Popular,4.4,11091,900,33.6,74.4
overa-aru-wildlife-sanctuary,"Overa-Aru Wildlife Sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.2,15585,2500,34.11,75.2475
bumzuva-cave-and-temple,"Bumzuva Cave and Temple",Jammu & Kashmir,Jammu & Kashmir,spiritual,Popular,4.3,1971,900,33.771944444,75.213055555
tral-wildlife-sanctuary,"Tral Wildlife Sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.6,8453,2500,33.995,75.115
mansar-surinsar-wildlife-sanctuary,"Mansar-Surinsar Wildlife sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.4,9361,2500,32.75,75.2
baltal-thajwas-wildlife-sanctuary,"Baltal Thajwas Wildlife Sanctuary",Jammu & Kashmir,Jammu & Kashmir,wildlife,Popular,4.6,8646,2500,34.229,75.3801
hiranagar-fort,"Hiranagar Fort",Jammu & Kashmir,Jammu & Kashmir,heritage,Popular,4.5,20350,900,32.4618,75.2582
poonch-fort,"Poonch Fort",Jammu & Kashmir,Jammu & Kashmir,heritage,Popular,4.3,10593,900,33.767633333,74.090041666
vaidyanath-jyotirlinga,"Vaidyanath Jyotirlinga",Jharkhand,Jharkhand,spiritual,Popular,4.7,21200,900,24.4925,86.7
betla-national-park,"Betla National Park",Jharkhand,Jharkhand,wildlife,Popular,4.4,10896,2500,23.8878,84.1901
hundru-falls,"Hundru Falls",Jharkhand,Jharkhand,heritage,Popular,4.1,5453,900,23.45,85.65
shikharji,"Shikharji",Jharkhand,Jharkhand,spiritual,Popular,4.4,5074,900,23.9611,86.1371
dassam-falls,"Dassam Falls",Jharkhand,Jharkhand,heritage,Popular,4.6,14672,900,23.143358333,85.466441666
hazaribagh-wildlife-sanctuary,"Hazaribagh Wildlife Sanctuary",Jharkhand,Jharkhand,wildlife,Popular,4.3,19241,2500,24.1474,85.36
jonha-falls,"Jonha Falls",Jharkhand,Jharkhand,heritage,Popular,4.5,5028,900,23.341666666,85.608333333
lodh-falls,"Lodh Falls",Jharkhand,Jharkhand,heritage,Popular,4.2,19733,900,23.480556,84.019444
rajrappa,"Rajrappa",Jharkhand,Jharkhand,heritage,Popular,4.4,16333,900,23.632,85.711
panchghagh-falls,"Panchghagh Falls",Jharkhand,Jharkhand,heritage,Popular,4.8,8506,900,22.955561111,85.262869444
lower-ghaghri-falls,"Lower Ghaghri Falls",Jharkhand,Jharkhand,heritage,Popular,4.3,21203,900,23.53155,84.24591
usri-falls,"Usri Falls",Jharkhand,Jharkhand,heritage,Popular,4.3,5553,900,24.096388888,86.370555555
st-mary-s-cathedral-ranchi,"St. Mary's Cathedral, Ranchi",Jharkhand,Jharkhand,heritage,Popular,4.7,11406,900,23.3675,85.33
palamu-fort,"Palamu Fort",Jharkhand,Jharkhand,heritage,Popular,4.1,14431,900,23.8946,84.2328
dalma-wildlife-sanctuary,"Dalma Wildlife Sanctuary",Jharkhand,Jharkhand,wildlife,Popular,4.6,9603,2500,22.90416667,86.21638889
palamau-tiger-reserve,"Palamau Tiger Reserve",Jharkhand,Jharkhand,wildlife,Popular,4.7,8791,2500,23.705555555,84.182222222
sita-falls,"Sita Falls",Jharkhand,Jharkhand,heritage,Popular,4.3,8990,900,23.341666666,85.643888888
tata-steel-zoological-park,"Tata Steel Zoological Park",Jharkhand,Jharkhand,wildlife,Popular,4.3,8676,2500,22.81461,86.195925
basilica-of-the-divine-motherhood-of-our-lady,"Basilica of the Divine Motherhood of Our Lady",Jharkhand,Jharkhand,spiritual,Popular,4.6,7969,900,23.293333333,85.440277777
maa-dewri-temple,"Maa Dewri Temple",Jharkhand,Jharkhand,spiritual,Popular,4.6,12154,900,23.046111111,85.682777777
harihar-dham,"Harihar Dham",Jharkhand,Jharkhand,spiritual,Popular,4.8,14385,900,24.07,85.82111111
maluti-temples,"Maluti temples",Jharkhand,Jharkhand,spiritual,Popular,4.4,13282,900,24.15,87.66666667
koderma-wildlife-sanctuary,"Koderma Wildlife Sanctuary",Jharkhand,Jharkhand,wildlife,Popular,4.2,19650,2500,24.5373,85.5939
bhagwan-birsa-biological-park,"Bhagwan Birsa Biological Park",Jharkhand,Jharkhand,wildlife,Popular,4.6,15082,2500,23.458,85.457
mahuadanr-wolf-sanctuary,"Mahuadanr Wolf Sanctuary",Jharkhand,Jharkhand,wildlife,Popular,4.8,12520,2500,23.433333333,84.033333333
topchanchi-wildlife-sanctuary,"Topchanchi Wildlife Sanctuary",Jharkhand,Jharkhand,wildlife,Popular,4.8,8334,2500,23.9361,86.1923
perwaghagh-falls,"Perwaghagh Falls",Jharkhand,Jharkhand,heritage,Popular,4.7,16062,900,22.835602777,85.164647222
bhatinda-falls,"Bhatinda Falls",Jharkhand,Jharkhand,heritage,Popular,4.3,8198,900,23.710802,86.331735
sri-sri-kalika-maharani-temple,"Sri Sri Kalika Maharani Temple",Jharkhand,Jharkhand,spiritual,Popular,4.1,14223,900,23.65,86.17
karneshwar-dham,"Karneshwar Dham",Jharkhand,Jharkhand,spiritual,Popular,4.2,9321,900,24.12722222,86.74472222
rani-sati-mandir-mahuda,"Rani Sati Mandir Mahuda",Jharkhand,Jharkhand,spiritual,Popular,4.4,16833,900,23.750591,86.269419
lawapani-falls,"Lawapani Falls",Jharkhand,Jharkhand,heritage,Popular,4.4,5570,900,23.597441666,84.5456
jog-falls,"Jog Falls",Karnataka,Karnataka,heritage,Popular,4.4,1583,900,14.231766666,74.816386111
nagarhole-national-park,"Nagarhole National Park",Karnataka,Karnataka,wildlife,Popular,4.2,21479,2500,12.06,76.151111111
shivanasamudra-falls,"Shivanasamudra Falls",Karnataka,Karnataka,heritage,Popular,4.7,17432,900,12.294,77.168
chennakesava-temple,"Chennakesava Temple",Karnataka,Karnataka,spiritual,Popular,4.7,2259,900,13.16286111,75.86055556
kali-tiger-reserve,"Kali Tiger Reserve",Karnataka,Karnataka,wildlife,Popular,4.6,12732,2500,15.01666667,74.38333333
bannerghatta-national-park,"Bannerghatta National Park",Karnataka,Karnataka,wildlife,Popular,4.4,3136,2500,12.80083333,77.57555556
chennakesava-temple-at-somanathapura-mysore,"Chennakesava Temple at Somanathapura Mysore",Karnataka,Karnataka,spiritual,Popular,4.6,4305,900,12.27573677,76.88155573
st-philomena-s-cathedral,"St. Philomena's Cathedral",Karnataka,Karnataka,spiritual,Popular,4.3,3486,900,12.321121,76.658322
irupu-falls,"Irupu Falls",Karnataka,Karnataka,heritage,Popular,4.3,4756,900,11.967283333,75.983766666
hoysaleswara-temple,"Hoysaleswara Temple",Karnataka,Karnataka,spiritual,Popular,4.7,10042,900,13.21319444,75.995
bidar-fort,"Bidar Fort",Karnataka,Karnataka,heritage,Popular,4.4,7039,900,17.9219,77.5236
gokak-falls,"Gokak Falls",Karnataka,Karnataka,heritage,Popular,4.1,12102,900,16.191666666,74.7765
udupi-sri-krishna-matha,"Udupi Sri Krishna Matha",Karnataka,Karnataka,spiritual,Popular,4.8,8348,900,13.332222222,74.746111111
kunchikal-falls,"Kunchikal Falls",Karnataka,Karnataka,heritage,Popular,4.8,1960,900,13.6947,75.018130555
ranganthittu-bird-sanctuary,"Ranganthittu Bird Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.1,3514,2500,12.4,76.65
bengaluru-palace,"Bengaluru Palace",Karnataka,Karnataka,heritage,Popular,4.6,21232,900,12.998529,77.592103
lalitha-mahal,"Lalitha Mahal",Karnataka,Karnataka,heritage,Popular,4.5,16428,900,12.298,76.693
chamundeshwari-temple,"Chamundeshwari Temple",Karnataka,Karnataka,spiritual,Popular,4.8,16046,900,12.272475,76.670703
hebbe-falls,"Hebbe Falls",Karnataka,Karnataka,heritage,Popular,4.3,18732,900,13.541388888,75.725
durga-temple-aihole,"Durga temple, Aihole",Karnataka,Karnataka,spiritual,Popular,4.8,15944,900,16.02066667,75.88194444
kollur-mookambika-temple,"Kollur Mookambika Temple",Karnataka,Karnataka,spiritual,Popular,4.8,21488,900,13.86377778,74.81461111
nageshvara-temple,"Nageshvara Temple",Karnataka,Karnataka,spiritual,Popular,4.3,12912,900,12.87674,77.62671
mahadeva-temple-itagi,"Mahadeva Temple, Itagi",Karnataka,Karnataka,spiritual,Popular,4.6,19624,900,15.445361111,75.967916666
dharmaraya-swamy-temple,"Dharmaraya Swamy Temple",Karnataka,Karnataka,spiritual,Popular,4.2,5488,900,12.965444444,77.583388888
chitradurga-fort,"Chitradurga Fort",Karnataka,Karnataka,heritage,Popular,4.7,7650,900,14.2152,76.3953
panchakuta-basadi-kambadahalli,"Panchakuta Basadi, Kambadahalli",Karnataka,Karnataka,spiritual,Popular,4.8,19170,900,12.86776356,76.63363635
mahakuta-group-of-temples,"Mahakuta group of temples",Karnataka,Karnataka,spiritual,Popular,4.7,6738,900,15.91666667,75.75
banashankari-amma-temple,"Banashankari Amma Temple",Karnataka,Karnataka,spiritual,Popular,4.3,20270,900,15.88722222,75.705
halasuru-someshwara-temple-bangalore,"Halasuru Someshwara Temple, Bangalore",Karnataka,Karnataka,spiritual,Popular,4.4,21264,900,12.97550278,77.62389167
kukke-subramanya-temple,"Kukke Subramanya Temple",Karnataka,Karnataka,spiritual,Popular,4.2,14898,900,12.66,75.61
dandeli-wildlife-sanctuary,"Dandeli Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.7,21347,2500,15.50638889,74.39166667
devanahalli-fort,"Devanahalli Fort",Karnataka,Karnataka,heritage,Popular,4.1,3098,900,13.24956863,77.70836596
amrutesvara-temple,"Amrutesvara Temple",Karnataka,Karnataka,spiritual,Popular,4.6,11638,900,13.74148048,75.85368558
saavira-kambada-basadi,"Saavira Kambada Basadi",Karnataka,Karnataka,spiritual,Popular,4.2,14358,900,13.07425,74.99763889
st-lawrence-shrine,"St. Lawrence Shrine",Karnataka,Karnataka,spiritual,Popular,4.6,11219,900,13.205931,74.972056
manyakheta,"Manyakheta",Karnataka,Karnataka,spiritual,Popular,4.5,8748,900,17.195,77.160833333
ananthasayana-temple,"Ananthasayana temple",Karnataka,Karnataka,spiritual,Popular,4.4,12399,900,15.278055555,76.407222222
gokarnanatheshwara-temple,"Gokarnanatheshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.8,12053,900,12.876119,74.831554
dharmasthala-temple,"Dharmasthala Temple",Karnataka,Karnataka,spiritual,Popular,4.1,12784,900,12.96012,75.37836
mangaladevi-temple,"Mangaladevi Temple",Karnataka,Karnataka,spiritual,Popular,4.3,6931,900,12.8491,74.8432
srikanteshwara-temple-nanjangud,"Srikanteshwara Temple, Nanjangud",Karnataka,Karnataka,spiritual,Popular,4.6,4798,900,12.11897033,76.69245281
akkana-basadi,"Akkana Basadi",Karnataka,Karnataka,spiritual,Popular,4.1,9313,900,12.85959835,76.48891058
kasivisvesvara-temple-lakkundi,"Kasivisvesvara Temple, Lakkundi",Karnataka,Karnataka,spiritual,Popular,4.1,7507,900,15.387583333,75.717180555
kamala-narayana-temple-degaon,"Kamala Narayana Temple, Degaon",Karnataka,Karnataka,spiritual,Popular,4.2,1697,900,15.570583333,74.752416666
sirsi-marikamba-temple,"Sirsi Marikamba Temple",Karnataka,Karnataka,spiritual,Popular,4.4,6786,900,14.612293,74.8396078
gulbarga-fort,"Gulbarga Fort",Karnataka,Karnataka,heritage,Popular,4.8,3986,900,17.3405,76.8311
jamalabad-fort,"Jamalabad Fort",Karnataka,Karnataka,heritage,Popular,4.3,3888,900,13.03333333,75.36666667
ishvara-temple-arasikere,"Ishvara Temple, Arasikere",Karnataka,Karnataka,spiritual,Popular,4.6,10972,900,13.318111111,76.260388888
kaitabheshvara-temple-kubatur,"Kaitabheshvara Temple, Kubatur",Karnataka,Karnataka,spiritual,Popular,4.1,5261,900,14.5756738,75.14738656
arakeshvara-templa,"Arakeshvara Templa",Karnataka,Karnataka,spiritual,Popular,4.7,15554,900,11.96806553,76.98776527
sri-ranganathaswamy-temple-srirangapatna,"Sri Ranganathaswamy Temple (Srirangapatna)",Karnataka,Karnataka,spiritual,Popular,4.4,4652,900,12.4247524,76.6797229
kolaramma-temple,"Kolaramma Temple",Karnataka,Karnataka,spiritual,Popular,4.7,18620,900,13.13842807,78.1386679
brahmagiri-wildlife-sanctuary,"Brahmagiri Wildlife Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.3,11191,2500,12.387,75.491
ranibennur-blackbuck-sanctuary,"Ranibennur Blackbuck Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.5,3798,2500,14.63333333,75.7
muthyalamaduvu,"Muthyalamaduvu",Karnataka,Karnataka,heritage,Popular,4.7,3247,900,12.688097222,77.664486111
mirjan-fort,"Mirjan Fort",Karnataka,Karnataka,heritage,Popular,4.6,15351,900,14.4888,74.4175
raichur-fort,"Raichur Fort",Karnataka,Karnataka,heritage,Popular,4.5,10550,900,16.2,77.37
kotilingeshwara-temple,"Kotilingeshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.8,2883,900,12.9952,78.2948
siddhesvara-temple,"Siddhesvara Temple",Karnataka,Karnataka,spiritual,Popular,4.8,17750,900,14.79055556,75.41083333
st-anthony-s-basilica-dornahalli,"St. Anthony's Basilica, Dornahalli",Karnataka,Karnataka,spiritual,Popular,4.3,3800,900,12.410609,76.421553
hospet-church,"Hospet Church",Karnataka,Karnataka,spiritual,Popular,4.4,11412,900,13.0075,75.001666666
doddabasappa-temple-dambal,"Doddabasappa Temple, Dambal",Karnataka,Karnataka,spiritual,Popular,4.6,5369,900,15.301861111,75.771638888
gaurishvara-temple-yelandur,"Gaurishvara Temple, Yelandur",Karnataka,Karnataka,spiritual,Popular,4.4,8194,900,12.04702853,77.02954493
kalleshvara-temple-bagali,"Kalleshvara Temple, Bagali",Karnataka,Karnataka,spiritual,Popular,4.1,13408,900,14.84388889,75.98277778
veera-narayana-temple-belavadi,"Veera Narayana Temple, Belavadi",Karnataka,Karnataka,spiritual,Popular,4.8,4255,900,13.2826,75.9973
banashankari-temple-amargol,"Banashankari Temple, Amargol",Karnataka,Karnataka,spiritual,Popular,4.5,15567,900,15.3991,75.0873
harihareshwara-temple,"Harihareshwara Temple",Karnataka,Karnataka,spiritual,Popular,4.6,13586,900,14.51166667,75.80194444
attiveri-bird-sanctuary,"Attiveri Bird Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.7,4308,2500,15.07888889,75.04138889
hanumana-gundi-falls,"Hanumana Gundi Falls",Karnataka,Karnataka,heritage,Popular,4.5,5122,900,13.269505,75.155384
mallalli-falls,"Mallalli Falls",Karnataka,Karnataka,heritage,Popular,4.2,14318,900,12.6,75.87
gudavi-bird-sanctuary,"Gudavi Bird Sanctuary",Karnataka,Karnataka,wildlife,Popular,4.2,12514,2500,14.439722222,75.0125
kittur-fort,"Kittur Fort",Karnataka,Karnataka,heritage,Popular,4.7,3505,900,15.60125,74.791441666
fort-anjediva,"Fort Anjediva",Karnataka,Karnataka,heritage,Popular,4.5,3379,900,14.7864,74.12
