region,slug,title,state,type,rating,minPrice
Karnataka,chittaranjan-palace,"Chittaranjan Palace",Karnataka,heritage,4.4,900
Karnataka,brahmeshvara-temple-kikkeri,"Brahmeshvara Temple, Kikkeri",Karnataka,spiritual,4.4,900
Karnataka,rameshvara-temple-koodli,"Rameshvara Temple, Koodli",Karnataka,spiritual,4.6,900
Karnataka,saumyakeshava-temple-nagamangala,"Saumyakeshava Temple, Nagamangala",Karnataka,spiritual,4.5,900
Karnataka,kumara-swamy-devasthana-bangalore,"Kumara Swamy Devasthana, Bangalore",Karnataka,spiritual,4.4,900
Karnataka,lakshminarasimha-temple-vignasante,"Lakshminarasimha Temple, Vignasante",Karnataka,spiritual,4.5,900
Karnataka,veeranarayana-temple-gadag,"Veeranarayana Temple, Gadag",Karnataka,spiritual,4.8,900
Karnataka,arakeshwara-temple-haleyedatore,"Arakeshwara Temple, Haleyedatore",Karnataka,spiritual,4.4,900
Karnataka,yellamma-temple-saundatti,"Yellamma Temple, Saundatti",Karnataka,spiritual,4.5,900
Karnataka,karinjeshwara-temple,"Karinjeshwara Temple",Karnataka,spiritual,4.7,900
Karnataka,huligina-maradi-temple,"Huligina Maradi Temple",Karnataka,spiritual,4.8,900
Karnataka,bhimeshvara-temple-nilagunda,"Bhimeshvara Temple, Nilagunda",Karnataka,spiritual,4.7,900
Karnataka,bucesvara-temple-koravangala,"Bucesvara Temple, Koravangala",Karnataka,spiritual,4.6,900
Karnataka,polali-rajarajeshwari-temple,"Polali Rajarajeshwari Temple",Karnataka,spiritual,4.7,900
Karnataka,yoga-madhava-temple-settikere,"Yoga Madhava Temple, Settikere",Karnataka,spiritual,4.2,900
Karnataka,cheluvanarayana-swamy-temple,"Cheluvanarayana Swamy Temple",Karnataka,spiritual,4.3,900
Karnataka,ganesha-temple-idagunji,"Ganesha Temple, Idagunji",Karnataka,spiritual,4.2,900
Karnataka,navagraha-jain-temple,"Navagraha Jain Temple",Karnataka,spiritual,4.8,900
Karnataka,kanakagiri-jain-shri-kshetra,"Kanakagiri Jain Shri kshetra",Karnataka,spiritual,4.4,900
Karnataka,kudremukh-national-park,"Kudremukh National Park",Karnataka,wildlife,4.2,2500
Karnataka,shettihalli-wildlife-sanctuary,"Shettihalli Wildlife Sanctuary",Karnataka,wildlife,4.2,2500
Karnataka,thimlapura-wildlife-sanctuary,"Thimlapura Wildlife Sanctuary",Karnataka,wildlife,4.7,2500
Karnataka,chelavara-falls,"Chelavara Falls",Karnataka,heritage,4.2,900
Karnataka,bhimgad-fort,"Bhimgad Fort",Karnataka,heritage,4.8,900
Karnataka,sri-anjaneya-swamy-temple-shamanur,"Sri Anjaneya Swamy Temple, Shamanur",Karnataka,spiritual,4.4,900
Karnataka,sri-mailar-mallanna,"Sri Mailar Mallanna",Karnataka,spiritual,4.7,900
Karnataka,veerbhadra-temple,"Veerbhadra Temple",Karnataka,spiritual,4.8,900
Karnataka,st-paul-s-church-mangalore,"St. Paul's Church, Mangalore",Karnataka,spiritual,4.6,900
Karnataka,william-arthur-memorial-church-gubbi,"William Arthur Memorial Church, Gubbi",Karnataka,spiritual,4.8,900
Karnataka,navalinga-temple,"Navalinga Temple",Karnataka,spiritual,4.1,900
Karnataka,group-of-temples-at-magadi-karnataka,"Group of temples at Magadi, Karnataka",Karnataka,spiritual,4.4,900
Karnataka,chaturmukha-basadi-gerusoppa,"Chaturmukha Basadi, Gerusoppa",Karnataka,spiritual,4.8,900
Karnataka,guru-narasimha-temple,"Guru Narasimha Temple",Karnataka,spiritual,4.1,900
Karnataka,chennakeshava-temple-hullekere,"Chennakeshava Temple, Hullekere",Karnataka,spiritual,4.6,900
Karnataka,sri-jnanakshi-rajarajeshwari-temple,"Sri Jnanakshi Rajarajeshwari Temple",Karnataka,spiritual,4.2,900
Karnataka,shri-kalika-devi-temple,"Shri Kalika Devi Temple",Karnataka,spiritual,4.3,900
Karnataka,madhukesvara-temple,"Madhukesvara temple",Karnataka,spiritual,4.2,900
Karnataka,yoganarasimha,"Yoganarasimha",Karnataka,spiritual,4.8,900
Karnataka,devaragundi,"Devaragundi",Karnataka,heritage,4.4,900
Karnataka,gudekote-wildlife-sanctuary,"Gudekote Wildlife Sanctuary",Karnataka,wildlife,4.6,2500
Karnataka,tungabhadra-otter-conservation-reserve,"Tungabhadra Otter Conservation Reserve",Karnataka,heritage,4.7,900
Karnataka,bukkapatna-chinkara-wildlife-sanctuary,"Bukkapatna Chinkara Wildlife Sanctuary",Karnataka,wildlife,4.5,2500
Karnataka,yadahalli-chinkara-wildlife-sanctuary,"Yadahalli Chinkara Wildlife Sanctuary",Karnataka,wildlife,4.7,2500
Karnataka,chincholi-wildlife-sanctuary,"Chincholi Wildlife Sanctuary",Karnataka,wildlife,4.5,2500
Karnataka,parashurama-theme-park-karkala,"Parashurama Theme Park, Karkala",Karnataka,heritage,4.1,900
Karnataka,padubidri-beach,"Padubidri Beach",Karnataka,beach,4.5,1200
Karnataka,yadgir-fort,"Yadgir Fort",Karnataka,heritage,4.7,900
Karnataka,dharmesvara-temple,"Dharmesvara Temple",Karnataka,spiritual,4.1,900
Karnataka,someshwara-temple-marathahalli,"Someshwara Temple, Marathahalli",Karnataka,spiritual,4.2,900
Karnataka,most-holy-redeemer-church-belthangady,"Most Holy Redeemer Church, Belthangady",Karnataka,spiritual,4.1,900
Karnataka,st-patrick-church-siddakatte,"St. Patrick Church, Siddakatte",Karnataka,spiritual,4.4,900
Karnataka,st-mary-s-orthodox-valiyapally,"St. Mary's Orthodox Valiyapally",Karnataka,spiritual,4.2,900
Karnataka,jwalamalini-temple,"Jwalamalini temple",Karnataka,spiritual,4.4,900
Karnataka,kere-basadi,"Kere Basadi",Karnataka,spiritual,4.6,900
Karnataka,humcha-jain-temples,"Humcha Jain temples",Karnataka,spiritual,4.1,900
Karnataka,moole-shankareshvara-temple-turuvekere,"Moole Shankareshvara Temple, Turuvekere",Karnataka,spiritual,4.4,900
Karnataka,sri-ananda-lingeshwara-temple,"Sri Ananda Lingeshwara Temple",Karnataka,spiritual,4.5,900
Karnataka,ranganathaswamy-temple-nirthadi,"Ranganathaswamy Temple, Nirthadi",Karnataka,spiritual,4.2,900
Karnataka,tarakeshwara-temple-hangal,"Tarakeshwara Temple, Hangal",Karnataka,spiritual,4.7,900
Karnataka,puttur-shree-mahalingeshwara-temple,"Puttur Shree Mahalingeshwara Temple",Karnataka,spiritual,4.6,900
Karnataka,shree-brahma-baidarkala-garadi-kshetra,"Shree Brahma Baidarkala Garadi Kshetra",Karnataka,spiritual,4.7,900
Karnataka,manyamkonda,"Manyamkonda",Karnataka,spiritual,4.5,900
Karnataka,lakshmeshwara-jain-temples,"Lakshmeshwara Jain temples",Karnataka,spiritual,4.5,900
Karnataka,kuruvathi-basaveshwara-temple,"Kuruvathi Basaveshwara temple",Karnataka,spiritual,4.7,900
Karnataka,arabithittu-wildlife-sanctuary,"Arabithittu Wildlife Sanctuary",Karnataka,wildlife,4.4,2500
Karnataka,nugu-wildlife-sanctuary,"Nugu Wildlife Sanctuary",Karnataka,wildlife,4.2,2500
Karnataka,kappatagudda-wildlife-sanctuary,"Kappatagudda Wildlife Sanctuary",Karnataka,wildlife,4.6,2500
Karnataka,adichunchanagiri-peacock-wildlife-sanctuary,"Adichunchanagiri Peacock Wildlife Sanctuary",Karnataka,wildlife,4.3,2500
Karnataka,malai-mahadeshwara-wildlife-sanctuary,"Malai Mahadeshwara Wildlife Sanctuary",Karnataka,wildlife,4.1,2500
Karnataka,ghataprabha-wildlife-sanctuary,"Ghataprabha Wildlife Sanctuary",Karnataka,wildlife,4.3,2500
Karnataka,melkote-temple-wildlife-sanctuary,"Melkote Temple Wildlife Sanctuary",Karnataka,wildlife,4.4,2500
Karnataka,rangayyanadurga-four-horned-antelope-wildlife-sanctuary,"Rangayyanadurga Four–horned antelope Wildlife Sanctuary",Karnataka,wildlife,4.7,2500
Karnataka,ramadevarabetta-vulture-sanctuary,"Ramadevarabetta Vulture Sanctuary",Karnataka,wildlife,4.3,2500
Karnataka,jogimatti-wildlife-sanctuary,"Jogimatti Wildlife Sanctuary",Karnataka,wildlife,4.7,2500
Karnataka,dandeli-national-park,"Dandeli National Park",Karnataka,wildlife,4.4,2500
Karnataka,shri-katyayani-baneshwar-temple-aversa,"Shri Katyayani Baneshwar Temple, Aversa",Karnataka,spiritual,4.6,900
Karnataka,kote-anjaneya,"Kote Anjaneya",Karnataka,spiritual,4.6,900
Karnataka,our-lady-of-lourdes-church-kanajar,"Our Lady of Lourdes Church, Kanajar",Karnataka,spiritual,4.1,900
Karnataka,church-of-sacred-heart-of-jesus-madanthyar,"Church Of Sacred Heart Of Jesus, Madanthyar",Karnataka,spiritual,4.5,900
Karnataka,st-antony-church-ujire,"St. Antony Church, Ujire",Karnataka,spiritual,4.6,900
Karnataka,st-joseph-church-belman,"St. Joseph Church, Belman",Karnataka,spiritual,4.5,900
Karnataka,st-vincent-de-paul-church-katapady,"St Vincent De Paul Church, Katapady",Karnataka,spiritual,4.1,900
Karnataka,shri-guru-kottureshwara-temple,"Shri Guru Kottureshwara Temple",Karnataka,spiritual,4.3,900
Karnataka,sri-parashakthi-kshetra,"Sri Parashakthi Kshetra",Karnataka,spiritual,4.2,900
Karnataka,dodda-basaveshwara-temple,"Dodda Basaveshwara Temple",Karnataka,spiritual,4.2,900
Karnataka,st-michael-s-and-all-angels-church-oorgaum-kgf,"St. Michael's and All Angels' Church, Oorgaum, KGF",Karnataka,spiritual,4.5,900
Kashmir Valley,srinagar,"Srinagar",Jammu & Kashmir,hill_station,4.6,1500
Kashmir Valley,gulmarg,"Gulmarg",Jammu & Kashmir,adventure,4.7,2000
Kathiawar Coast,diu,"Diu",Daman & Diu,beach,4.3,1200
Kerala Coast,varkala,"Varkala",Kerala,beach,4.5,500
Kerala,sabarimala-temple-complex,"Sabarimala temple complex",Kerala,spiritual,4.7,900
Kerala,padmanabhaswamy-temple,"Padmanabhaswamy Temple",Kerala,spiritual,4.7,900
Kerala,eravikulam-national-park,"Eravikulam National Park",Kerala,wildlife,4.7,2500
Kerala,athirappilly-falls,"Athirappilly Falls",Kerala,heritage,4.5,900
Kerala,palaruvi-falls,"Palaruvi Falls",Kerala,heritage,4.3,900
Kerala,guruvayur-temple,"Guruvayur Temple",Kerala,spiritual,4.8,900
Kerala,santa-cruz-basilica,"Santa Cruz Basilica",Kerala,heritage,4.3,900
Kerala,vazhappally-maha-siva-temple,"Vazhappally Maha Siva Temple",Kerala,spiritual,4.5,900
Kerala,st-angelo-fort,"St. Angelo Fort",Kerala,heritage,4.4,900
Kerala,kappad,"Kappad",Kerala,beach,4.1,1200
Kerala,mathikettan-shola-national-park,"Mathikettan Shola National Park",Kerala,wildlife,4.6,2500
Kerala,vadakkunnathan-temple-thrissur,"Vadakkunnathan Temple, Thrissur",Kerala,spiritual,4.2,900
Kerala,ananthapura-lake-temple,"Ananthapura Lake Temple",Kerala,spiritual,4.2,900
Kerala,thusharagiri-falls,"Thusharagiri Falls",Kerala,heritage,4.3,900
Kerala,soochipara-falls,"Soochipara Falls",Kerala,heritage,4.5,900
Kerala,bekal-fort,"Bekal Fort",Kerala,heritage,4.6,900
Kerala,pallipuram-fort,"Pallipuram Fort",Kerala,heritage,4.6,900
Kerala,peppara-wildlife-sanctuary,"Peppara Wildlife Sanctuary",Kerala,wildlife,4.4,2500
Kerala,parambikulam-tiger-reserve,"Parambikulam Tiger Reserve",Kerala,wildlife,4.6,2500
Kerala,st-mary-s-syro-malabar-catholic-cathedral-basilica,"St. Mary's Syro-Malabar Catholic Cathedral Basilica",Kerala,heritage,4.5,900
Kerala,chinnar-wildlife-sanctuary,"Chinnar Wildlife Sanctuary",Kerala,wildlife,4.2,2500
Kerala,vazhachal-falls,"Vazhachal Falls",Kerala,heritage,4.2,900
Kerala,cheeyappara-waterfalls,"Cheeyappara Waterfalls",Kerala,heritage,4.3,900
Kerala,muzhappilangad-beach,"Muzhappilangad Beach",Kerala,beach,4.5,1200
Kerala,palakkad-fort,"Palakkad Fort",Kerala,heritage,4.6,900
Kerala,chottanikkara-temple,"Chottanikkara Temple",Kerala,spiritual,4.4,900
Kerala,vaikom-temple,"Vaikom Temple",Kerala,spiritual,4.6,900
Kerala,aluva-mahadeva-temple,"Aluva Mahadeva Temple",Kerala,spiritual,4.7,900
Kerala,ambalappuzha-sri-krishna-temple,"Ambalappuzha Sri Krishna Temple",Kerala,spiritual,4.4,900
Kerala,tirunavaya-temple,"Tirunavaya Temple",Kerala,spiritual,4.4,900
Kerala,st-mary-s-cathedral-pattom-trivandrum,"St. Mary's Cathedral, Pattom, Trivandrum",Kerala,heritage,4.3,900
Kerala,neyyar-wildlife-sanctuary,"Neyyar Wildlife Sanctuary",Kerala,wildlife,4.3,2500
Kerala,aralam-wildlife-sanctuary,"Aralam Wildlife Sanctuary",Kerala,wildlife,4.8,2500
Kerala,kollam-beach,"Kollam Beach",Kerala,beach,4.8,1200
Kerala,cranganore-fort,"Cranganore Fort",Kerala,heritage,4.5,900
Kerala,hosdurg-fort,"Hosdurg Fort",Kerala,heritage,4.2,900
Kerala,madhur-temple,"Madhur Temple",Kerala,spiritual,4.4,900
Kerala,abaya-pradhan-temple,"Abaya Pradhan Temple",Kerala,spiritual,4.1,900
Kerala,valiya-koonambaikulam-temple,"Valiya Koonambaikulam temple",Kerala,spiritual,4.6,900
Kerala,sreevallabha-temple-thiruvalla,"Sreevallabha Temple, Thiruvalla",Kerala,spiritual,4.6,900
Kerala,amaramkavu,"Amaramkavu",Kerala,spiritual,4.5,900
Kerala,aranmula-parthasarathy-temple,"Aranmula Parthasarathy Temple",Kerala,spiritual,4.2,900
Kerala,arattupuzha-temple,"Arattupuzha Temple",Kerala,spiritual,4.5,900
Kerala,kaviyoor-mahadeva-temple-kerala,"Kaviyoor Mahadeva Temple, Kerala",Kerala,spiritual,4.3,900
Kerala,muthappan-temple,"Muthappan Temple",Kerala,spiritual,4.5,900
Kerala,st-andrew-s-basilica-arthunkal,"St. Andrew's Basilica, Arthunkal",Kerala,spiritual,4.7,900
Kerala,st-thomas-cathedral-pala,"St. Thomas Cathedral, Pala",Kerala,heritage,4.1,900
Kerala,chimmini-wildlife-sanctuary,"Chimmini Wildlife Sanctuary",Kerala,wildlife,4.5,2500
Kerala,pathampuzha,"Pathampuzha",Kerala,heritage,4.1,900
Kerala,aruvikkuzhy-falls,"Aruvikkuzhy Falls",Kerala,heritage,4.7,900
Kerala,shankumugham-beach,"Shankumugham Beach",Kerala,beach,4.4,1200
Kerala,tellicherry-fort,"Tellicherry Fort",Kerala,heritage,4.7,900
Kerala,anchuthengu-fort,"Anchuthengu Fort",Kerala,heritage,4.4,900
Kerala,thrikkakara-temple,"Thrikkakara Temple",Kerala,spiritual,4.5,900
Kerala,panachikkadu-temple,"Panachikkadu Temple",Kerala,spiritual,4.5,900
Kerala,sree-poornathrayeesa-temple,"Sree Poornathrayeesa Temple",Kerala,spiritual,4.4,900
Kerala,thali-mahadeva-temple-kozhikode,"Thali Mahadeva temple, Kozhikode",Kerala,spiritual,4.5,900
Kerala,puramundekkadu-shri-mahadeva-temple,"Puramundekkadu Shri Mahadeva Temple",Kerala,spiritual,4.3,900
Kerala,perumparampu-sri-mahadeva-temple,"Perumparampu Sri Mahadeva Temple",Kerala,spiritual,4.2,900
Kerala,puttingal-temple,"Puttingal Temple",Kerala,spiritual,4.5,900
Kerala,kottukal-cave-temple,"Kottukal cave temple",Kerala,spiritual,4.2,900
Kerala,thiruvallam-parasurama-temple,"Thiruvallam Parasurama Temple",Kerala,spiritual,4.3,900
Kerala,trichambaram-temple,"Trichambaram Temple",Kerala,spiritual,4.5,900
Kerala,vellayani-devi-temple,"Vellayani Devi Temple",Kerala,spiritual,4.7,900
Kerala,vilwadrinatha-temple,"Vilwadrinatha Temple",Kerala,spiritual,4.5,900
Kerala,amaravila-rameswaram-sri-mahadeva-temple,"Amaravila Rameswaram Sri Mahadeva Temple",Kerala,spiritual,4.6,900
Kerala,ashtamangalam-siva-temple,"Ashtamangalam Siva Temple",Kerala,spiritual,4.4,900
Kerala,mannarasala-temple,"Mannarasala Temple",Kerala,spiritual,4.3,900
Kerala,koodalmanikyam-temple,"Koodalmanikyam Temple",Kerala,spiritual,4.8,900
Kerala,madayi-kavu,"Madayi Kavu",Kerala,spiritual,4.5,900
Kerala,kandiyoor-sree-mahadeva-temple,"Kandiyoor Sree Mahadeva Temple",Kerala,spiritual,4.5,900
Kerala,manakkattu-devi-temple,"Manakkattu devi temple",Kerala,spiritual,4.5,900
Kerala,puliyur-mahavishnu-temple,"Puliyur Mahavishnu Temple",Kerala,spiritual,4.3,900
Kerala,ramapuram-alappuzha,"Ramapuram, Alappuzha",Kerala,spiritual,4.4,900
Kerala,thrichittatt-maha-vishnu-temple,"Thrichittatt Maha Vishnu Temple",Kerala,spiritual,4.6,900
Kerala,mangala-devi-temple,"Mangala Devi Temple",Kerala,spiritual,4.1,900
Kerala,panniyur-sri-varahamoorthy-temple,"Panniyur Sri Varahamoorthy Temple",Kerala,spiritual,4.4,900
Kerala,st-george-s-catholic-forane-church,"St. George's Catholic Forane Church",Kerala,spiritual,4.4,900
Kerala,immaculate-heart-of-mary-cathedral,"Immaculate Heart of Mary Cathedral",Kerala,heritage,4.3,900
Kerala,parumala-valiya-panayannarkavu-devi-temple,"Parumala Valiya Panayannarkavu Devi Temple",Kerala,spiritual,4.4,900
Kerala,chulannur-peafowl-sanctuary,"Chulannur Peafowl Sanctuary",Kerala,wildlife,4.6,2500
Kerala,thattekad-bird-sanctuary,"Thattekad Bird Sanctuary",Kerala,wildlife,4.8,2500
Kerala,adyanpara-falls,"Adyanpara Falls",Kerala,heritage,4.6,900
Kerala,perunthenaruvi-falls,"Perunthenaruvi Falls",Kerala,heritage,4.7,900
Kerala,meenmutty-falls,"Meenmutty Falls",Kerala,heritage,4.2,900
Kerala,marari-beach,"Marari Beach",Kerala,beach,4.7,1200
Kerala,cherai-beach,"Cherai Beach",Kerala,beach,4.4,1200
Kerala,alattiyur-hanuman-temple,"Alattiyur Hanuman Temple",Kerala,spiritual,4.5,900
Kerala,dakshina-mookambika-temple-north-paravur,"Dakshina Mookambika Temple, North Paravur",Kerala,spiritual,4.4,900
Kerala,ettumanoor-mahadevar-temple,"Ettumanoor Mahadevar Temple",Kerala,spiritual,4.4,900
Kerala,iringol-kavu-temple,"Iringol Kavu Temple",Kerala,spiritual,4.5,900
Kerala,kadampuzha-devi-temple,"Kadampuzha Devi Temple",Kerala,spiritual,4.1,900
Kerala,kallil-temple,"Kallil Temple",Kerala,spiritual,4.4,900
Kerala,cheranalloor-mahadeva-temple,"Cheranalloor Mahadeva Temple",Kerala,spiritual,4.3,900
Kerala,chowara-chidambaraswamy-temple,"Chowara Chidambaraswamy Temple",Kerala,spiritual,4.4,900
Kerala,thrikodithanam-mahavishnu-temple,"Thrikodithanam Mahavishnu Temple",Kerala,spiritual,4.8,900
Kerala,pazhoor-perumthrikkovil,"Pazhoor Perumthrikkovil",Kerala,spiritual,4.4,900
Kerala,oachira-temple,"Oachira Temple",Kerala,spiritual,4.3,900
Kerala,poruvazhy-peruviruthy-malanada-temple,"Poruvazhy Peruviruthy Malanada Temple",Kerala,spiritual,4.1,900
Kerala,thirunelli-temple,"Thirunelli Temple",Kerala,spiritual,4.5,900
Kerala,vayalil-thrikkovil-mahavishnu-temple,"Vayalil Thrikkovil Mahavishnu Temple",Kerala,spiritual,4.2,900
Kerala,padanilam-parabrahma-temple,"Padanilam Parabrahma Temple",Kerala,spiritual,4.7,900
Kerala,kadachira-sri-thrikkapalam-siva-temple,"Kadachira Sri Thrikkapalam Siva Temple",Kerala,spiritual,4.7,900
Kerala,kottiyoor-temple,"Kottiyoor Temple",Kerala,spiritual,4.1,900
Kerala,morkulangara-devi-temple,"Morkulangara Devi Temple",Kerala,spiritual,4.6,900
Kerala,velloor-perunthatta-siva-temple,"Velloor Perunthatta Siva Temple",Kerala,spiritual,4.5,900
Kerala,adithyapuram-sun-temple,"Adithyapuram Sun Temple",Kerala,spiritual,4.5,900
Kerala,kidangoor-subramanya-swamy-temple,"Kidangoor Subramanya Swamy Temple",Kerala,spiritual,4.2,900
Kerala,shatrughna-temple,"Shatrughna Temple",Kerala,spiritual,4.8,900
Kerala,kokkamangalam-st-thomas-church,"Kokkamangalam St. Thomas Church",Kerala,spiritual,4.4,900
Kerala,uthralikavu-pooram,"Uthralikavu Pooram",Kerala,spiritual,4.3,900
Kerala,palakkavu-bhagavathi-temple,"Palakkavu Bhagavathi temple",Kerala,spiritual,4.6,900
Kerala,thriprayar-ramaswamy-temple,"Thriprayar Ramaswamy Temple",Kerala,spiritual,4.7,900
Kerala,adat-shiva-temple,"Adat Shiva Temple",Kerala,spiritual,4.6,900
Kerala,kodungallur-bhagavathy-temple,"Kodungallur Bhagavathy Temple",Kerala,spiritual,4.6,900
Kerala,cheruvathur-mahadeva-temple,"Cheruvathur Mahadeva Temple",Kerala,spiritual,4.4,900
Kerala,chowalloor-siva-temple,"Chowalloor Siva Temple",Kerala,spiritual,4.5,900
Kerala,kondazhy-tritham-tali-siva-temple,"Kondazhy Tritham Tali Siva Temple",Kerala,spiritual,4.6,900
Kerala,pananchery-mudikkode-shiva-temple,"Pananchery Mudikkode Shiva Temple",Kerala,spiritual,4.7,900
Kerala,choorakkottukavu-bhagavathy-temple,"Choorakkottukavu Bhagavathy Temple",Kerala,spiritual,4.5,900
Kerala,iranikulam-mahadeva-temple,"Iranikulam Mahadeva Temple",Kerala,spiritual,4.7,900
Kerala,pallimanna-siva-temple,"Pallimanna Siva Temple",Kerala,spiritual,4.3,900
Kerala,thrippalur-mahadeva-temple,"Thrippalur Mahadeva Temple",Kerala,spiritual,4.3,900
Kerala,sree-indilayappan-temple,"Sree Indilayappan Temple",Kerala,spiritual,4.5,900
Kerala,annamanada-mahadeva-temple,"Annamanada Mahadeva Temple",Kerala,spiritual,4.6,900
Kerala,annapurneshwari-temple-cherukunnu,"Annapurneshwari Temple, Cherukunnu",Kerala,spiritual,4.6,900
Kerala,chettikulangara-devi-temple,"Chettikulangara Devi Temple",Kerala,spiritual,4.7,900
Kerala,cherthala-karthyayani-temple,"Cherthala Karthyayani Temple",Kerala,spiritual,4.6,900
Kerala,kattil-madam-temple-chalapuram,"Kattil Madam Temple, Chalapuram",Kerala,spiritual,4.2,900
Kerala,nalpathaneeswaram-sree-mahadeva-temple,"Nalpathaneeswaram Sree Mahadeva Temple",Kerala,spiritual,4.3,900
Kerala,kanichukulangara-devi-temple,"Kanichukulangara Devi Temple",Kerala,spiritual,4.1,900
Kerala,st-george-syro-malabar-catholic-basilica-angamaly,"St. George Syro-Malabar Catholic Basilica, Angamaly",Kerala,spiritual,4.6,900
Kerala,valliyamkavu-devi-temple,"Valliyamkavu Devi Temple",Kerala,spiritual,4.3,900
Kerala,pattupurackal-bhagavathy-temple,"Pattupurackal Bhagavathy Temple",Kerala,spiritual,4.8,900
Kerala,saint-thomas-syro-malabar-catholic-church-malayattoor,"Saint Thomas Syro-Malabar Catholic Church, Malayattoor",Kerala,spiritual,4.7,900
Kerala,pandalam-mahadeva-temple,"Pandalam Mahadeva Temple",Kerala,spiritual,4.4,900
Kerala,rektha-kanda-swamy-temple,"Rektha Kanda Swamy Temple",Kerala,spiritual,4.5,900
Kerala,thrikkavu-temple,"Thrikkavu Temple",Kerala,spiritual,4.4,900
Kerala,tirumanthamkunnu-temple,"Tirumanthamkunnu Temple",Kerala,spiritual,4.1,900
Kerala,vadakkan-koyikkal-devi-temple-puthiyavila,"Vadakkan Koyikkal Devi Temple Puthiyavila",Kerala,spiritual,4.5,900
Kerala,jain-temple-kidanganad,"Jain Temple, Kidanganad",Kerala,spiritual,4.1,900
Kerala,marth-mariyam-major-archiepiscopal-church,"Marth Mariyam Major Archiepiscopal Church",Kerala,spiritual,4.8,900
Kerala,thirupalkadal-sreekrishnaswamy-temple,"Thirupalkadal Sreekrishnaswamy Temple",Kerala,spiritual,4.7,900
Kerala,thirumoozhikkulam-lakshmana-perumal-temple,"Thirumoozhikkulam Lakshmana Perumal Temple",Kerala,spiritual,4.5,900
Kerala,thiruvanvandoor-mahavishnu-temple,"Thiruvanvandoor Mahavishnu Temple",Kerala,spiritual,4.7,900
Kerala,aazhimala-shiva-temple,"Aazhimala Shiva Temple",Kerala,spiritual,4.6,900
Kerala,mulavana-mahadevar-temple,"Mulavana Mahadevar Temple",Kerala,spiritual,4.4,900
Kerala,uravappara-temple,"Uravappara Temple",Kerala,spiritual,4.4,900
Kerala,ramapuram-sree-rama-temple,"Ramapuram Sree Rama Temple",Kerala,spiritual,4.7,900
Kerala,kottankulangara-devi-temple-chavara,"Kottankulangara Devi Temple, Chavara",Kerala,spiritual,4.4,900
Kerala,karimpuzha-wildlife-sanctuary,"Karimpuzha Wildlife Sanctuary",Kerala,wildlife,4.4,2500
Kerala,idukki-wildlife-sanctuary,"Idukki wildlife sanctuary",Kerala,wildlife,4.4,2500
Kerala,thommankuthu,"Thommankuthu",Kerala,heritage,4.3,900
Kerala,marmala-waterfall,"Marmala waterfall",Kerala,heritage,4.3,900
Kerala,kumbhavurutty-waterfalls,"Kumbhavurutty Waterfalls",Kerala,heritage,4.1,900
Kerala,aruvikkuzhi-waterfalls,"Aruvikkuzhi Waterfalls",Kerala,heritage,4.3,900
Kerala,puthenthope-beach,"Puthenthope Beach",Kerala,beach,4.3,1200
Kerala,puthiyakavu-devi-temple,"Puthiyakavu Devi Temple",Kerala,spiritual,4.6,900
Kerala,lokanarkavu-temple,"Lokanarkavu Temple",Kerala,spiritual,4.5,900
Kerala,pundareekapuram-temple,"Pundareekapuram Temple",Kerala,spiritual,4.4,900
Kerala,thiruvaloor-mahadeva-temple,"Thiruvaloor Mahadeva temple",Kerala,spiritual,4.4,900
Kerala,thaliyil-mahadeva-temple,"Thaliyil Mahadeva temple",Kerala,spiritual,4.7,900
Kerala,nadapuram-iringannur-siva-temple,"Nadapuram Iringannur Siva Temple",Kerala,spiritual,4.6,900
Kerala,tirunettur-mahadeva-temple,"Tirunettur Mahadeva Temple",Kerala,spiritual,4.2,900
Kerala,mazhuvannur-maha-siva-kshethram,"Mazhuvannur Maha Siva Kshethram",Kerala,spiritual,4.6,900
Kerala,valliyoorkkavu,"Valliyoorkkavu",Kerala,spiritual,4.5,900
Kerala,varinjam-sree-subramanya-swamy-temple,"Varinjam Sree Subramanya Swamy Temple",Kerala,spiritual,4.1,900
Kerala,thrikkadavoor-mahadeva-temple,"Thrikkadavoor Mahadeva Temple",Kerala,spiritual,4.7,900
Kerala,trithala-maha-siva-temple,"Trithala Maha Siva Temple",Kerala,spiritual,4.4,900
Kerala,chirakkadavu-sree-mahadeva-temple,"Chirakkadavu Sree Mahadeva Temple",Kerala,spiritual,4.5,900
Kerala,kodikkunnu-bhagavathy-temple,"Kodikkunnu Bhagavathy Temple",Kerala,spiritual,4.6,900
Kerala,udayamperoor-perumthrikkovil-temple,"Udayamperoor Perumthrikkovil Temple",Kerala,spiritual,4.5,900
Kerala,kanjilassery-maha-siva-temple,"Kanjilassery Maha Siva Temple",Kerala,spiritual,4.2,900
Kerala,erumely-sree-dharmasastha-temple,"Erumely Sree Dharmasastha Temple",Kerala,spiritual,4.3,900
Kerala,puliyannoor-mahadeva-temple,"Puliyannoor Mahadeva Temple",Kerala,spiritual,4.6,900
Kerala,thiru-nayathode-siva-narayana-temple,"Thiru Nayathode Siva Narayana Temple",Kerala,spiritual,4.7,900
Kerala,kadakkal-devi-temple,"Kadakkal Devi Temple",Kerala,spiritual,4.7,900
