type,slug,title,state,rating,minPrice
spiritual,mahabhairav-temple,"Mahabhairav Temple",Assam,4.4,900
spiritual,negheriting-shiva-doul,"Negheriting Shiva Doul",Assam,4.8,900
spiritual,hatimura-temple,"Hatimura Temple",Assam,4.5,900
spiritual,maha-mrityunjay-temple,"Maha Mrityunjay Temple",Assam,4.3,900
spiritual,mahamaya-dham,"Mahamaya Dham",Assam,4.7,900
spiritual,burhi-gosani-devalaya-jorhat,"Burhi Gosani Devalaya Jorhat",Assam,4.3,900
spiritual,deopani-durga-mandir,"Deopani Durga Mandir",Assam,4.5,900
spiritual,da-parbatia,"Da Parbatia",Assam,4.3,900
spiritual,joysagar-vishnudol,"Joysagar Vishnudol",Assam,4.6,900
spiritual,bhimeswar-dham,"Bhimeswar Dham",Assam,4.4,900
spiritual,bharali-namghar,"Bharali Namghar",Assam,4.7,900
spiritual,lankeshwar-temple,"Lankeshwar Temple",Assam,4.4,900
spiritual,bagheswari-temple-bongaigaon,"Bagheswari Temple, Bongaigaon",Assam,4.4,900
spiritual,bileswar-temple,"Bileswar Temple",Assam,4.6,900
spiritual,nagsankar-mandir,"Nagsankar Mandir",Assam,4.3,900
spiritual,siva-doul,"Siva Doul",Assam,4.5,900
spiritual,vasudeva-doul,"Vasudeva Doul",Assam,4.6,900
spiritual,govinda-temple-hojai,"Govinda Temple, Hojai",Assam,4.7,900
spiritual,golaghat-british-cemetery,"Golaghat British Cemetery",Assam,4.3,900
spiritual,mundeshwari-temple,"Mundeshwari Temple",Bihar,4.7,900
spiritual,vishnupad-temple-gaya,"Vishnupad Temple, Gaya",Bihar,4.6,900
spiritual,baba-garib-sthan-mandir,"Baba Garib Sthan Mandir",Bihar,4.1,900
spiritual,mangla-gauri-temple,"Mangla Gauri Temple",Bihar,4.8,900
spiritual,ashokdham-temple,"Ashokdham Temple",Bihar,4.4,900
spiritual,aranya-devi-temple-arrah,"Aranya Devi Temple, Arrah",Bihar,4.4,900
spiritual,maa-tara-chandi-temple,"Maa Tara Chandi Temple",Bihar,4.7,900
spiritual,pataleshwar-mandir,"Pataleshwar Mandir",Bihar,4.8,900
spiritual,chandika-sthan,"Chandika Sthan",Bihar,4.4,900
spiritual,kapileshwar-temple,"Kapileshwar Temple",Bihar,4.6,900
spiritual,khudneshwar-asthan-morwa,"Khudneshwar Asthan Morwa",Bihar,4.2,900
spiritual,lal-keshwar-shiv-temple,"Lal Keshwar Shiv Temple",Bihar,4.3,900
spiritual,basilica-of-our-lady-of-divine-grace,"Basilica of Our Lady of Divine Grace",Bihar,4.7,900
spiritual,iskcon-temple-patna,"ISKCON Temple Patna",Bihar,4.1,900
spiritual,koncheswar-mahadev-temple,"Koncheswar Mahadev temple",Bihar,4.8,900
spiritual,sundernath,"Sundernath",Bihar,4.2,900
spiritual,bhoramdeo-temple,"Bhoramdeo Temple",Chhattisgarh,4.7,900
spiritual,bambleshwari-temple,"Bambleshwari Temple",Chhattisgarh,4.5,900
spiritual,ashtabhuji-temple,"Ashtabhuji Temple",Chhattisgarh,4.1,900
spiritual,rajiv-lochan-temple-rajim,"Rajiv Lochan temple, Rajim",Chhattisgarh,4.6,900
spiritual,barfani-dham,"Barfani dham",Chhattisgarh,4.4,900
spiritual,dhumnath-temple,"Dhumnath Temple",Chhattisgarh,4.7,900
spiritual,cathedral-of-our-lady-of-the-rosary,"Cathedral of Our Lady of the Rosary",Chhattisgarh,4.4,900
spiritual,mahadev-temple-deobaloda,"Mahadev Temple, Deobaloda",Chhattisgarh,4.2,900
spiritual,indal-deul-temple-kharod,"Indal Deul temple, Kharod",Chhattisgarh,4.2,900
spiritual,arang-jain-temples,"Arang Jain temples",Chhattisgarh,4.1,900
spiritual,bhooteshwarnath,"Bhooteshwarnath",Chhattisgarh,4.2,900
spiritual,lotus-temple,"Lotus Temple",Delhi,4.1,900
spiritual,chhatarpur-temple,"Chhatarpur Temple",Delhi,4.6,900
spiritual,jhandewalan-temple,"Jhandewalan Temple",Delhi,4.7,900
spiritual,st-sebastian-s-church,"St. Sebastian's Church,",Delhi,4.8,900
spiritual,st-james-orthodox-church-mayur-vihar-phase-3-delhi,"St. James' Orthodox Church, Mayur Vihar Phase-3, Delhi",Delhi,4.5,900
spiritual,basilica-of-bom-jesus,"Basilica of Bom Jesus",Goa,4.3,900
spiritual,mangueshi-temple,"Mangueshi Temple",Goa,4.7,900
spiritual,mahadev-temple-tambdi-surla,"Mahadev Temple, Tambdi Surla",Goa,4.2,900
spiritual,shanta-durga-temple,"Shanta Durga Temple",Goa,4.4,900
spiritual,our-lady-of-the-immaculate-conception-church,"Our Lady of the Immaculate Conception Church",Goa,4.4,900
spiritual,church-of-st-anne-talaulim,"Church of St. Anne, Talaulim",Goa,4.2,900
spiritual,saptakoteshwar-temple,"Saptakoteshwar Temple",Goa,4.3,900
spiritual,holy-spirit-church-margao,"Holy Spirit Church, Margao",Goa,4.5,900
spiritual,mallikarjuna-temple-goa,"Mallikarjuna Temple, Goa",Goa,4.6,900
spiritual,mahalasa-narayani-temple,"Mahalasa Narayani Temple",Goa,4.6,900
spiritual,shantadurga-kalangutkarin-temple,"Shantadurga Kalangutkarin Temple",Goa,4.1,900
spiritual,our-lady-of-grace-church,"Our Lady of Grace Church",Goa,4.2,900
spiritual,shri-damodar-sansthaan-goa,"Shri Damodar Sansthaan, Goa",Goa,4.6,900
spiritual,capela-de-nossa-senhora-da-saude,"Capela de Nossa Senhora da Saúde",Goa,4.5,900
spiritual,nageshvara-jyotirlinga,"Nageshvara Jyotirlinga",Gujarat,4.4,900
spiritual,sun-temple,"Sun Temple",Gujarat,4.8,900
spiritual,rudra-mahalaya-temple,"Rudra Mahalaya Temple",Gujarat,4.5,900
spiritual,akshardham-gandhinagar,"Akshardham (Gandhinagar)",Gujarat,4.8,900
spiritual,taranga,"Taranga",Gujarat,4.3,900
spiritual,palitana-temples,"Palitana temples",Gujarat,4.3,900
spiritual,navlakha-temple-ghumli,"Navlakha Temple, Ghumli",Gujarat,4.3,900
spiritual,rama-lakshamana-temples-baradia,"Rama Lakshamana Temples, Baradia",Gujarat,4.7,900
spiritual,pindara-group-of-temples,"Pindara Group of Temples",Gujarat,4.3,900
spiritual,shankheshwar-jain-temple,"Shankheshwar Jain Temple",Gujarat,4.5,900
spiritual,camp-hanuman-temple,"Camp Hanuman Temple",Gujarat,4.2,900
spiritual,girnar-jain-temples,"Girnar Jain temples",Gujarat,4.1,900
spiritual,shiva-temple-kera,"Shiva Temple, Kera",Gujarat,4.3,900
spiritual,magderu,"Magderu",Gujarat,4.6,900
spiritual,munsar-lake-and-shrines,"Munsar lake and shrines",Gujarat,4.6,900
spiritual,shri-hanuman-mandir,"Shri Hanuman Mandir",Gujarat,4.3,900
spiritual,sacred-heart-syro-malabar-cathedral,"Sacred Heart Syro-Malabar Cathedral",Gujarat,4.2,900
spiritual,shri-swaminarayan-mandir-gadhada,"Shri Swaminarayan Mandir, Gadhada",Gujarat,4.5,900
spiritual,utkanteshwar-mahadev,"Utkanteshwar Mahadev",Gujarat,4.7,900
spiritual,bhadreshwar-jain-temple,"Bhadreshwar Jain Temple",Gujarat,4.5,900
spiritual,kalika-mata-temple-new-dhrewad,"Kalika Mata Temple, New Dhrewad",Gujarat,4.6,900
spiritual,eme-temple,"EME Temple",Gujarat,4.7,900
spiritual,umiya-temple-unjha,"Umiya Temple, Unjha",Gujarat,4.6,900
spiritual,trinetreshwar-temple,"Trinetreshwar Temple",Gujarat,4.8,900
spiritual,kumbharia-jain-temples,"Kumbharia Jain temples",Gujarat,4.3,900
spiritual,brahma-temple-khedbrahma,"Brahma Temple, Khedbrahma",Gujarat,4.4,900
spiritual,santram-mandir,"Santram Mandir",Gujarat,4.6,900
spiritual,ahmedabad-kali-bari,"Ahmedabad Kali Bari",Gujarat,4.1,900
spiritual,jain-temples-pavagadh,"Jain temples, Pavagadh",Gujarat,4.3,900
spiritual,jain-temples-abhapur,"Jain temples, Abhapur",Gujarat,4.7,900
spiritual,shri-swaminarayan-mandir-vadtal,"Shri Swaminarayan Mandir, Vadtal",Gujarat,4.3,900
spiritual,tapkeshwari-temple,"Tapkeshwari Temple",Gujarat,4.6,900
spiritual,sitala-mata-temple-butapaldi,"Sitala Mata Temple, Butapaldi",Gujarat,4.3,900
spiritual,ranak-devi-s-temple,"Ranak Devi's Temple",Gujarat,4.3,900
spiritual,panchasara-parshwanath-temple,"Panchasara Parshwanath temple",Gujarat,4.5,900
spiritual,valinath-mahadev-temple-tarabh,"Valinath Mahadev temple, Tarabh",Gujarat,4.3,900
spiritual,shantinath-jain-temple-kothara,"Shantinath Jain temple, Kothara",Gujarat,4.3,900
spiritual,sadhimataji-s-temple,"Sadhimataji’s temple",Gujarat,4.5,900
spiritual,shri-keshavraiji-temple,"Shri Keshavraiji Temple",Gujarat,4.5,900
spiritual,vardayini-mata-temple,"Vardayini Mata Temple",Gujarat,4.7,900
spiritual,khodaldham,"Khodaldham",Gujarat,4.2,900
spiritual,hanuman-dandi-temple,"Hanuman Dandi temple",Gujarat,4.3,900
spiritual,lakkadiya-hanuman-temple,"Lakkadiya Hanuman Temple",Gujarat,4.6,900
spiritual,songadh-jain-temple,"Songadh Jain temple",Gujarat,4.1,900
spiritual,sun-temple-thangadh,"Sun temple, Thangadh",Gujarat,4.8,900
spiritual,bhima-devi-temple-complex,"Bhima Devi Temple Complex",Haryana,4.3,900
spiritual,agroha-dham,"Agroha Dham",Haryana,4.7,900
spiritual,bhuteshwar-temple,"Bhuteshwar Temple",Haryana,4.5,900
spiritual,kalayat-ancient-bricks-temple-complex,"Kalayat Ancient Bricks Temple Complex",Haryana,4.6,900
spiritual,cantonment-church-tower,"Cantonment Church Tower",Haryana,4.8,900
spiritual,eklavya-temple,"Eklavya temple",Haryana,4.5,900
spiritual,dehra-temple,"Dehra Temple",Haryana,4.7,900
spiritual,sheetla-mata-mandir-gurgaon,"Sheetla Mata Mandir Gurgaon",Haryana,4.7,900
spiritual,kartikeya-temple-pehowa,"Kartikeya Temple, Pehowa",Haryana,4.7,900
spiritual,ranila,"Ranila",Haryana,4.5,900
spiritual,seventh-day-adventist-church-nilokheri,"Seventh-day Adventist Church, Nilokheri",Haryana,4.6,900
spiritual,masroor-temples,"Masroor Temples",Himachal Pradesh,4.5,900
spiritual,baijnath-temple-himachal-pradesh,"Baijnath Temple, Himachal Pradesh",Himachal Pradesh,4.6,900
spiritual,bhimakali-temple,"Bhimakali Temple",Himachal Pradesh,4.4,900
spiritual,lakshana-devi-temple-bharmour,"Lakshana Devi Temple, Bharmour",Himachal Pradesh,4.8,900
spiritual,bathu-temples-himachal-pradesh,"Bathu Temples, Himachal Pradesh",Himachal Pradesh,4.6,900
spiritual,shri-chamunda-devi-mandir,"Shri Chamunda Devi Mandir",Himachal Pradesh,4.7,900
spiritual,kamaksha,"Kamaksha",Himachal Pradesh,4.6,900
spiritual,jwala-ji-kangra,"Jwala Ji Kangra",Himachal Pradesh,4.5,900
spiritual,trilokpur,"Trilokpur",Himachal Pradesh,4.4,900
spiritual,himani-chamunda,"Himani Chamunda",Himachal Pradesh,4.5,900
spiritual,tangyud-monastery,"Tangyud Monastery",Himachal Pradesh,4.5,900
spiritual,shali-mata-temple,"Shali Mata Temple",Himachal Pradesh,4.5,900
spiritual,pohlani-mata-temple,"Pohlani Mata Temple",Himachal Pradesh,4.2,900
spiritual,kamna-devi-temple,"Kamna Devi Temple",Himachal Pradesh,4.1,900
spiritual,shikari-devi-temple,"Shikari Devi Temple",Himachal Pradesh,4.2,900
spiritual,chehni-kothi,"Chehni Kothi",Himachal Pradesh,4.8,900
spiritual,maa-bhangayani-temple-haripurdhar,"Maa Bhangayani Temple, Haripurdhar",Himachal Pradesh,4.4,900
spiritual,maa-simsa-temple,"Maa Simsa temple",Himachal Pradesh,4.2,900
spiritual,amarnath-temple,"Amarnath Temple",Jammu & Kashmir,4.6,900
spiritual,vaishno-devi-temple,"Vaishno Devi Temple",Jammu & Kashmir,4.6,900
spiritual,hazratbal-shrine,"Hazratbal Shrine",Jammu & Kashmir,4.1,900
spiritual,martand-sun-temple,"Martand Sun Temple",Jammu & Kashmir,4.7,900
spiritual,shankaracharya-temple-srinagar,"Shankaracharya Temple, Srinagar",Jammu & Kashmir,4.5,900
spiritual,avanti-swami-temple,"Avanti Swami Temple",Jammu & Kashmir,4.2,900
spiritual,kheer-bhawani,"Kheer Bhawani",Jammu & Kashmir,4.1,900
spiritual,raghunath-temple,"Raghunath Temple",Jammu & Kashmir,4.4,900
spiritual,shankaragaurishvara-temple-pattan,"Shankaragaurishvara Temple, Pattan",Jammu & Kashmir,4.3,900
spiritual,shivkhori,"Shivkhori",Jammu & Kashmir,4.7,900
spiritual,wangath-temple-complex-naranag,"Wangath Temple complex, Naranag",Jammu & Kashmir,4.4,900
spiritual,ancient-temple-at-ladhoo,"Ancient Temple at Ladhoo",Jammu & Kashmir,4.7,900
spiritual,group-of-temples-at-kiramchi,"Group of Temples at Kiramchi",Jammu & Kashmir,4.6,900
spiritual,st-joseph-s-catholic-church,"St. Joseph's Catholic Church",Jammu & Kashmir,4.4,900
spiritual,bumzuva-cave-and-temple,"Bumzuva Cave and Temple",Jammu & Kashmir,4.3,900
spiritual,vaidyanath-jyotirlinga,"Vaidyanath Jyotirlinga",Jharkhand,4.7,900
spiritual,shikharji,"Shikharji",Jharkhand,4.4,900
spiritual,basilica-of-the-divine-motherhood-of-our-lady,"Basilica of the Divine Motherhood of Our Lady",Jharkhand,4.6,900
spiritual,maa-dewri-temple,"Maa Dewri Temple",Jharkhand,4.6,900
spiritual,harihar-dham,"Harihar Dham",Jharkhand,4.8,900
spiritual,maluti-temples,"Maluti temples",Jharkhand,4.4,900
spiritual,sri-sri-kalika-maharani-temple,"Sri Sri Kalika Maharani Temple",Jharkhand,4.1,900
spiritual,karneshwar-dham,"Karneshwar Dham",Jharkhand,4.2,900
spiritual,rani-sati-mandir-mahuda,"Rani Sati Mandir Mahuda",Jharkhand,4.4,900
spiritual,chennakesava-temple,"Chennakesava Temple",Karnataka,4.7,900
spiritual,chennakesava-temple-at-somanathapura-mysore,"Chennakesava Temple at Somanathapura Mysore",Karnataka,4.6,900
spiritual,st-philomena-s-cathedral,"St. Philomena's Cathedral",Karnataka,4.3,900
spiritual,hoysaleswara-temple,"Hoysaleswara Temple",Karnataka,4.7,900
spiritual,udupi-sri-krishna-matha,"Udupi Sri Krishna Matha",Karnataka,4.8,900
spiritual,chamundeshwari-temple,"Chamundeshwari Temple",Karnataka,4.8,900
spiritual,durga-temple-aihole,"Durga temple, Aihole",Karnataka,4.8,900
spiritual,kollur-mookambika-temple,"Kollur Mookambika Temple",Karnataka,4.8,900
spiritual,nageshvara-temple,"Nageshvara Temple",Karnataka,4.3,900
spiritual,mahadeva-temple-itagi,"Mahadeva Temple, Itagi",Karnataka,4.6,900
spiritual,dharmaraya-swamy-temple,"Dharmaraya Swamy Temple",Karnataka,4.2,900
spiritual,panchakuta-basadi-kambadahalli,"Panchakuta Basadi, Kambadahalli",Karnataka,4.8,900
spiritual,mahakuta-group-of-temples,"Mahakuta group of temples",Karnataka,4.7,900
spiritual,banashankari-amma-temple,"Banashankari Amma Temple",Karnataka,4.3,900
spiritual,halasuru-someshwara-temple-bangalore,"Halasuru Someshwara Temple, Bangalore",Karnataka,4.4,900
spiritual,kukke-subramanya-temple,"Kukke Subramanya Temple",Karnataka,4.2,900
spiritual,amrutesvara-temple,"Amrutesvara Temple",Karnataka,4.6,900
spiritual,saavira-kambada-basadi,"Saavira Kambada Basadi",Karnataka,4.2,900
spiritual,st-lawrence-shrine,"St. Lawrence Shrine",Karnataka,4.6,900
spiritual,manyakheta,"Manyakheta",Karnataka,4.5,900
spiritual,ananthasayana-temple,"Ananthasayana temple",Karnataka,4.4,900
spiritual,gokarnanatheshwara-temple,"Gokarnanatheshwara Temple",Karnataka,4.8,900
spiritual,dharmasthala-temple,"Dharmasthala Temple",Karnataka,4.1,900
spiritual,mangaladevi-temple,"Mangaladevi Temple",Karnataka,4.3,900
spiritual,srikanteshwara-temple-nanjangud,"Srikanteshwara Temple, Nanjangud",Karnataka,4.6,900
spiritual,akkana-basadi,"Akkana Basadi",Karnataka,4.1,900
spiritual,kasivisvesvara-temple-lakkundi,"Kasivisvesvara Temple, Lakkundi",Karnataka,4.1,900
spiritual,kamala-narayana-temple-degaon,"Kamala Narayana Temple, Degaon",Karnataka,4.2,900
spiritual,sirsi-marikamba-temple,"Sirsi Marikamba Temple",Karnataka,4.4,900
spiritual,ishvara-temple-arasikere,"Ishvara Temple, Arasikere",Karnataka,4.6,900
spiritual,kaitabheshvara-temple-kubatur,"Kaitabheshvara Temple, Kubatur",Karnataka,4.1,900
spiritual,arakeshvara-templa,"Arakeshvara Templa",Karnataka,4.7,900
spiritual,sri-ranganathaswamy-temple-srirangapatna,"Sri Ranganathaswamy Temple (Srirangapatna)",Karnataka,4.4,900
spiritual,kolaramma-temple,"Kolaramma Temple",Karnataka,4.7,900
spiritual,kotilingeshwara-temple,"Kotilingeshwara Temple",Karnataka,4.8,900
spiritual,siddhesvara-temple,"Siddhesvara Temple",Karnataka,4.8,900
spiritual,st-anthony-s-basilica-dornahalli,"St. Anthony's Basilica, Dornahalli",Karnataka,4.3,900
spiritual,hospet-church,"Hospet Church",Karnataka,4.4,900
spiritual,doddabasappa-temple-dambal,"Doddabasappa Temple, Dambal",Karnataka,4.6,900
spiritual,gaurishvara-temple-yelandur,"Gaurishvara Temple, Yelandur",Karnataka,4.4,900
spiritual,kalleshvara-temple-bagali,"Kalleshvara Temple, Bagali",Karnataka,4.1,900
spiritual,veera-narayana-temple-belavadi,"Veera Narayana Temple, Belavadi",Karnataka,4.8,900
spiritual,banashankari-temple-amargol,"Banashankari Temple, Amargol",Karnataka,4.5,900
spiritual,harihareshwara-temple,"Harihareshwara Temple",Karnataka,4.6,900
spiritual,shringeri-sharadamba-temple,"Shringeri Sharadamba Temple",Karnataka,4.2,900
spiritual,marikamba-temple-sagara,"Marikamba Temple, Sagara",Karnataka,4.7,900
spiritual,shettihalli-rosary-church,"Shettihalli Rosary Church",Karnataka,4.6,900
spiritual,kedareshvara-temple-balligavi,"Kedareshvara Temple, Balligavi",Karnataka,4.7,900
spiritual,lakshmi-narasimha-temple-nuggehalli,"Lakshmi Narasimha Temple, Nuggehalli",Karnataka,4.8,900
spiritual,lakshminarasimha-temple-javagal,"Lakshminarasimha Temple, Javagal",Karnataka,4.7,900
spiritual,mylara-lingeshwara-temple,"Mylara Lingeshwara Temple",Karnataka,4.6,900
spiritual,ragigudda-sri-prasannaswamy-anjaneya-temple,"Ragigudda Sri Prasannaswamy Anjaneya Temple",Karnataka,4.3,900
spiritual,venugopala-swamy-temple,"Venugopala Swamy Temple",Karnataka,4.2,900
spiritual,milagres-church,"Milagres Church",Karnataka,4.2,900
spiritual,ramalingeshwara-group-of-temples-avani,"Ramalingeshwara group of temples, Avani",Karnataka,4.4,900
spiritual,sri-vinayaka-temple-guddattu,"Sri Vinayaka Temple, Guddattu",Karnataka,4.2,900
spiritual,iswara-temple-in-jalasangvi,"Iswara temple in Jalasangvi",Karnataka,4.4,900
spiritual,chandramouleshwara-temple-unkal,"Chandramouleshwara Temple, Unkal",Karnataka,4.1,900
spiritual,lakshmikanta-temple-kalale,"Lakshmikanta Temple, Kalale",Karnataka,4.4,900
spiritual,gunja-narasimha-swamy-temple-thirumakudalu-narasipura,"Gunja Narasimha Swamy Temple, Thirumakudalu Narasipura",Karnataka,4.4,900
spiritual,teru-malleshvara-temple-hiriyur,"Teru Malleshvara Temple, Hiriyur",Karnataka,4.5,900
spiritual,the-rvm-foundation-shiv-temple,"The RVM Foundation Shiv Temple",Karnataka,4.4,900
spiritual,bhoga-nandeeshwara-temple,"Bhoga Nandeeshwara Temple",Karnataka,4.7,900
spiritual,kanakachalapathi-temple-kanakagiri,"Kanakachalapathi Temple, Kanakagiri",Karnataka,4.3,900
spiritual,hasanamba-temple,"Hasanamba temple",Karnataka,4.5,900
spiritual,nageshvara-chennakeshava-temple-complex-mosale,"Nageshvara-Chennakeshava Temple complex, Mosale",Karnataka,4.5,900
spiritual,shiva-temple-in-narayanapur,"Shiva temple in Narayanapur",Karnataka,4.4,900
spiritual,vijayanarayana-temple-gundlupet,"Vijayanarayana Temple, Gundlupet",Karnataka,4.7,900
spiritual,lakshmi-devi-temple,"Lakshmi Devi Temple",Karnataka,4.6,900
spiritual,panchalingeshwara-temple-govindanahalli,"Panchalingeshwara temple, Govindanahalli",Karnataka,4.5,900
spiritual,lakshminarayana-temple-hosaholalu,"Lakshminarayana Temple, Hosaholalu",Karnataka,4.5,900
spiritual,annapoorneshwari-temple,"Annapoorneshwari Temple",Karnataka,4.8,900
spiritual,ghati-subramanya,"Ghati Subramanya",Karnataka,4.7,900
spiritual,chaturmukha-basadi,"Chaturmukha Basadi",Karnataka,4.7,900
spiritual,chennakeshava-temple-aralaguppe,"Chennakeshava Temple, Aralaguppe",Karnataka,4.7,900
spiritual,lakshmi-narasimha-temple-bhadravathi,"Lakshmi Narasimha Temple, Bhadravathi",Karnataka,4.4,900
spiritual,lakshminarasimha-temple-haranhalli,"Lakshminarasimha Temple, Haranhalli",Karnataka,4.8,900
spiritual,mallikarjuna-temple-basaralu,"Mallikarjuna Temple, Basaralu",Karnataka,4.5,900
spiritual,yelluru-shri-vishweshwara-temple,"Yelluru Shri Vishweshwara Temple",Karnataka,4.7,900
spiritual,brahmeshvara-temple-kikkeri,"Brahmeshvara Temple, Kikkeri",Karnataka,4.4,900
spiritual,rameshvara-temple-koodli,"Rameshvara Temple, Koodli",Karnataka,4.6,900
spiritual,saumyakeshava-temple-nagamangala,"Saumyakeshava Temple, Nagamangala",Karnataka,4.5,900
spiritual,kumara-swamy-devasthana-bangalore,"Kumara Swamy Devasthana, Bangalore",Karnataka,4.4,900
spiritual,lakshminarasimha-temple-vignasante,"Lakshminarasimha Temple, Vignasante",Karnataka,4.5,900
spiritual,veeranarayana-temple-gadag,"Veeranarayana Temple, Gadag",Karnataka,4.8,900
spiritual,arakeshwara-temple-haleyedatore,"Arakeshwara Temple, Haleyedatore",Karnataka,4.4,900
spiritual,yellamma-temple-saundatti,"Yellamma Temple, Saundatti",Karnataka,4.5,900
spiritual,karinjeshwara-temple,"Karinjeshwara Temple",Karnataka,4.7,900
spiritual,huligina-maradi-temple,"Huligina Maradi Temple",Karnataka,4.8,900
spiritual,bhimeshvara-temple-nilagunda,"Bhimeshvara Temple, Nilagunda",Karnataka,4.7,900
spiritual,bucesvara-temple-koravangala,"Bucesvara Temple, Koravangala",Karnataka,4.6,900
spiritual,polali-rajarajeshwari-temple,"Polali Rajarajeshwari Temple",Karnataka,4.7,900
spiritual,yoga-madhava-temple-settikere,"Yoga Madhava Temple, Settikere",Karnataka,4.2,900
spiritual,cheluvanarayana-swamy-temple,"Cheluvanarayana Swamy Temple",Karnataka,4.3,900
spiritual,ganesha-temple-idagunji,"Ganesha Temple, Idagunji",Karnataka,4.2,900
spiritual,navagraha-jain-temple,"Navagraha Jain Temple",Karnataka,4.8,900
spiritual,kanakagiri-jain-shri-kshetra,"Kanakagiri Jain Shri kshetra",Karnataka,4.4,900
spiritual,sri-anjaneya-swamy-temple-shamanur,"Sri Anjaneya Swamy Temple, Shamanur",Karnataka,4.4,900
spiritual,sri-mailar-mallanna,"Sri Mailar Mallanna",Karnataka,4.7,900
spiritual,veerbhadra-temple,"Veerbhadra Temple",Karnataka,4.8,900
spiritual,st-paul-s-church-mangalore,"St. Paul's Church, Mangalore",Karnataka,4.6,900
spiritual,william-arthur-memorial-church-gubbi,"William Arthur Memorial Church, Gubbi",Karnataka,4.8,900
spiritual,navalinga-temple,"Navalinga Temple",Karnataka,4.1,900
spiritual,group-of-temples-at-magadi-karnataka,"Group of temples at Magadi, Karnataka",Karnataka,4.4,900
spiritual,chaturmukha-basadi-gerusoppa,"Chaturmukha Basadi, Gerusoppa",Karnataka,4.8,900
spiritual,guru-narasimha-temple,"Guru Narasimha Temple",Karnataka,4.1,900
spiritual,chennakeshava-temple-hullekere,"Chennakeshava Temple, Hullekere",Karnataka,4.6,900
spiritual,sri-jnanakshi-rajarajeshwari-temple,"Sri Jnanakshi Rajarajeshwari Temple",Karnataka,4.2,900
spiritual,shri-kalika-devi-temple,"Shri Kalika Devi Temple",Karnataka,4.3,900
spiritual,madhukesvara-temple,"Madhukesvara temple",Karnataka,4.2,900
spiritual,yoganarasimha,"Yoganarasimha",Karnataka,4.8,900
spiritual,dharmesvara-temple,"Dharmesvara Temple",Karnataka,4.1,900
spiritual,someshwara-temple-marathahalli,"Someshwara Temple, Marathahalli",Karnataka,4.2,900
spiritual,most-holy-redeemer-church-belthangady,"Most Holy Redeemer Church, Belthangady",Karnataka,4.1,900
spiritual,st-patrick-church-siddakatte,"St. Patrick Church, Siddakatte",Karnataka,4.4,900
spiritual,st-mary-s-orthodox-valiyapally,"St. Mary's Orthodox Valiyapally",Karnataka,4.2,900
spiritual,jwalamalini-temple,"Jwalamalini temple",Karnataka,4.4,900
spiritual,kere-basadi,"Kere Basadi",Karnataka,4.6,900
spiritual,humcha-jain-temples,"Humcha Jain temples",Karnataka,4.1,900
spiritual,moole-shankareshvara-temple-turuvekere,"Moole Shankareshvara Temple, Turuvekere",Karnataka,4.4,900
spiritual,sri-ananda-lingeshwara-temple,"Sri Ananda Lingeshwara Temple",Karnataka,4.5,900
spiritual,ranganathaswamy-temple-nirthadi,"Ranganathaswamy Temple, Nirthadi",Karnataka,4.2,900
spiritual,tarakeshwara-temple-hangal,"Tarakeshwara Temple, Hangal",Karnataka,4.7,900
spiritual,puttur-shree-mahalingeshwara-temple,"Puttur Shree Mahalingeshwara Temple",Karnataka,4.6,900
spiritual,shree-brahma-baidarkala-garadi-kshetra,"Shree Brahma Baidarkala Garadi Kshetra",Karnataka,4.7,900
spiritual,manyamkonda,"Manyamkonda",Karnataka,4.5,900
spiritual,lakshmeshwara-jain-temples,"Lakshmeshwara Jain temples",Karnataka,4.5,900
spiritual,kuruvathi-basaveshwara-temple,"Kuruvathi Basaveshwara temple",Karnataka,4.7,900
spiritual,shri-katyayani-baneshwar-temple-aversa,"Shri Katyayani Baneshwar Temple, Aversa",Karnataka,4.6,900
spiritual,kote-anjaneya,"Kote Anjaneya",Karnataka,4.6,900
spiritual,our-lady-of-lourdes-church-kanajar,"Our Lady of Lourdes Church, Kanajar",Karnataka,4.1,900
spiritual,church-of-sacred-heart-of-jesus-madanthyar,"Church Of Sacred Heart Of Jesus, Madanthyar",Karnataka,4.5,900
spiritual,st-antony-church-ujire,"St. Antony Church, Ujire",Karnataka,4.6,900
spiritual,st-joseph-church-belman,"St. Joseph Church, Belman",Karnataka,4.5,900
spiritual,st-vincent-de-paul-church-katapady,"St Vincent De Paul Church, Katapady",Karnataka,4.1,900
spiritual,shri-guru-kottureshwara-temple,"Shri Guru Kottureshwara Temple",Karnataka,4.3,900
spiritual,sri-parashakthi-kshetra,"Sri Parashakthi Kshetra",Karnataka,4.2,900
spiritual,dodda-basaveshwara-temple,"Dodda Basaveshwara Temple",Karnataka,4.2,900
spiritual,sabarimala-temple-complex,"Sabarimala temple complex",Kerala,4.7,900
spiritual,padmanabhaswamy-temple,"Padmanabhaswamy Temple",Kerala,4.7,900
spiritual,guruvayur-temple,"Guruvayur Temple",Kerala,4.8,900
spiritual,vazhappally-maha-siva-temple,"Vazhappally Maha Siva Temple",Kerala,4.5,900
spiritual,vadakkunnathan-temple-thrissur,"Vadakkunnathan Temple, Thrissur",Kerala,4.2,900
spiritual,ananthapura-lake-temple,"Ananthapura Lake Temple",Kerala,4.2,900
